Account Owner,Territory Name,Fit Score,Priority,Account ID,Account Name,Website,Annual Revenue,Current E-Commerce Platform,Industry,Sales Notes,Engagment Approach,Owner/ Driver,"Featured Campaigns, Events & Webinars",Revenue Plays,Comments
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00001DSKKQYA5,Cockram Motor Group,http://cockrammotorgroup.co.nz,"USD 23,449,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002sP4q1QAC,FOXTEL,foxtel.com.au,"USD 23,429,000",Other,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002llxDcQAI,BGC / Midland Brick,midlandbrick.com.au,"USD 23,381,609",Custom Build,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qytFGQAY,Melbourne International Comedy Festival,comedyfestival.com.au,"USD 23,376,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002kQJCtQAO,Halfbrick Studios,halfbrick.com,"USD 23,374,000",Other,Toys & Games,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHZRgQAO,Moama Bowling Club,http://moamabowlingclub.com.au,"USD 23,304,000",WooCommerce,Entertainment,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,001OG00000kHXVRYA4,North Melbourne Football Club,nmfc.com.au,"USD 23,275,880",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002lHZpJQAW,Lenard's,lenards.com.au,"USD 23,257,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002ieSVTQA2,Cronulla Sharks,sharks.com.au,"USD 23,186,000",Custom Build,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002qytm3QAA,Mataura Valley Milk,mataura.com,"USD 23,153,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,0018V00002kQJKQQA4,Network Building Supplies,networkbuilding.com.au,"USD 23,124,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000y95rsYAA,Lonsdale London Australia,lonsdalelondon.com.au,"USD 23,109,590",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,High,0018V00002eoSjsQAE,Milwaukee Tools Australia,milwaukeetool.com.au,"USD 23,045,000",Other,Electronics & Gadgets,SFCC Front-end framework = SFRA,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002qysUtQAI,IXL Appliances,ixlappliances.com.au,"USD 23,017,000",Adobe Commerce (Magento),Services,,Outbound Motions,Shina,Select,Select,No contacts enriched
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002kQJKBQA4,MSY Technology,msy.com.au,"USD 22,852,000",Custom Build,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002kQJOsQAO,Companion Brands,companionbrands.com.au,"USD 22,845,000",Shopify Plan Advanced/Basic,Home Decor,Redirects to Oztrail - On Shopify,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002ecYmGQAU,Whitworths Marine & Leisure,whitworths.com.au,"USD 22,842,000",Adobe Commerce (Magento),Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002qysskQAA,Allpress Espresso,allpressespresso.com,"USD 22,658,000",Shopify Plan Advanced/Basic,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHZnLQAW,UPG (Ultimate Positioning Group),upgsolutions.com,"USD 22,601,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002kQJNPQA4,BIGA,bigaplus.com.au,"USD 22,506,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002kQJIHQA4,Videopro Business Centre,videopro.com.au,"USD 22,470,000",BigCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002qyrcXQAQ,Apollo RV Sales,http://apollorvsales.com.au,"USD 22,438,000",Custom Build,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002qyt3hQAA,Robert Oatley,robertoatley.com.au,"USD 22,427,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002dGzowQAC,QBD BOOKS,qbd.com.au,"USD 22,360,000",Custom Build,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHZIEQA4,Mail Boxes Etc. Australia,mbe.com.au,"USD 22,208,000",WooCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002qytYCQAY,Pickerings Auto Group,pickerings.com.au,"USD 22,205,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,0018V00002lHZIDQA4,JB Metropolitan Distributors,jbmetro.com.au,"USD 22,201,000",Adobe Commerce (Magento),Food & Beverage (excl. Alcohol),,Outbound Motions,Shina,Select,Select,B2B wholesale operations
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHZRBQA4,Aspect Furniture,aspectfurniture.com,"USD 22,176,000",Other,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002d0IW4QAM,Campos Coffee,camposcoffee.com,"USD 22,144,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002qyt8GQAQ,Nulon Products,nulon.com.au,"USD 22,062,000",Other,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHLxKQAW,Laminex New Zealand,http://laminexnewzealand.co.nz,"USD 22,026,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,001OG000016Mw8ZYAS,"TPW Group Services Pty., Ltd.",thebuild.com.au,"USD 22,023,271",,Home Decor,"The Build is a sister company to Temple & Webster, and now sell their products via Temple & Webster's ecommerce storefront. - SA, 14 Jan 2026",Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002qyt3EQAQ,IPC Asia Pacific,ipcasiapacific.com,"USD 21,979,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002qyt9TQAQ,Freedom Foods Group,ffgl.com.au,"USD 21,817,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002qytZrQAI,Solitaire Automotive Group,solitaire.com.au,"USD 21,789,000",,Vehicles & Parts,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002kQJPHQA4,Plumbers' Supplies Co-operative,pscoop.com.au,"USD 21,768,000",Adobe Commerce (Magento),Construction & Industrial,,Outbound Motions,Shina,Select,Select,B2B operations
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,0018V00002lHa7yQAC,Seadan Security,seadan.com.au,"USD 21,755,000",WooCommerce,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002kQJDYQA4,Midwich Australia,midwich.com.au,"USD 21,535,000",Adobe Commerce (Magento),Services,,Outbound Motions,Shina,Select,Select,Serviced-based company
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002kQJHeQAO,The Couta Group,coutagroup.com.au,"USD 21,449,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002qytGzQAI,Luus Industries,luus.com.au,"USD 21,427,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002kQJIKQA4,Winchester Australia,winchesteraustralia.com.au,"USD 21,363,000",Custom Build,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002kQJH4QAO,John Morris Group,johnmorrisgroup.com,"USD 21,327,000",Custom Build,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,0018V00002eAr6VQAS,Williams-Sonoma AU,williams-sonoma.com.au,"USD 21,262,000",Oracle (Commerce/Cloud/SuiteCommerce/ATG),Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002kQJCWQA4,QTK Group,qtk.com.au,"USD 21,251,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002kQJJOQA4,Cooks Plumbing Supplies,cooksplumbing.com.au,"USD 21,230,000",WooCommerce,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002kQJO7QAO,Graphic Art Mart,gamart.com.au,"USD 21,216,000",Adobe Commerce (Magento),Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002lHY3nQAG,Pressed Juices,pressedjuices.com.au,"USD 21,200,000",Adobe Commerce (Magento),Health & Beauty (excl. Pharma),,Outbound Motions,Shina,Select,Select,Reviewed - no longer trading
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V000032Vj1iQAC,Brauer,brauer.com.au,"USD 21,129,000",Custom Build,Regulated Industry - Pharma,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002kQJCmQAO,Fuji Xerox Australia,fxa.com.au,"USD 21,129,000",Other,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002czLGfQAM,Canterbury International,canterburynz.com.au,"USD 21,027,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002lHaVjQAK,Pro-Pac Packaging Group,pro-pac.com.au,"USD 20,954,000",Custom Build,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,High,0018V00002kQJOvQAO,Stafford Group,staffordgroup.com.au,"USD 20,910,000",Squarespace,Apparel & Accessories,Own multiple brands on Shopify,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002kQJICQA4,Versace Timbers,versacetimbers.com.au,"USD 20,909,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002qytBvQAI,Reln,reln.com.au,"USD 20,865,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002lHLGhQAO,Europlan,http://haworthbyeuroplan.co.nz,"USD 20,840,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002kQJN5QAO,Colquhoun,colquhouns.com.au,"USD 20,772,000",WooCommerce,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002kQJO6QAO,Worldwide Timber Traders,wwtt.com.au,"USD 20,688,000",WooCommerce,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002qytNPQAY,Nutech Paint,nutechpaint.com.au,"USD 20,609,000",Custom Build,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002kQJK1QAO,Ecofibre,ecofibre.com,"USD 20,548,000",Shopify Plan Advanced/Basic,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002kQJPwQAO,Raeco,raeco.com.au,"USD 20,479,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002lHZmKQAW,Wine People,winepeople.com.au,"USD 20,462,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002lHaP5QAK,Warwick Fabrics,warwick.com.au,"USD 20,441,000",,Apparel & Accessories,Wix,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,0018V00002kQJDpQAO,Modular Lighting,modular.partners,"USD 20,405,000",,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002kQJIYQA4,Kailis Pearls,kailisjewellery.com.au,"USD 20,311,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002kQJPxQAO,Steel Blue,steelblue.com,"USD 20,304,000",WooCommerce,Apparel & Accessories,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002kQJNlQAO,Pavers Plus,paversplus.com.au,"USD 20,277,000",Wix,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002kQJGaQAO,PGG Wrightson Seeds,pggwrightsonseeds.co.nz,"USD 20,253,000",Adobe Commerce (Magento),Home Decor,18.06.25 - Primarily B2B Wholesale | SA,Outbound Motions,Shina,Select,Select,Primarily B2B wholesale operations
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002eBNPcQAO,Harley Heaven,harleyheaven.com.au,"USD 20,203,000",Adobe Commerce (Magento),Services,,"Marketing Campaigns, Outbound Motions",Shina,Connect MEL,Select,SA sent Connect MEL invite
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Poor Fit,Low,0018V00002kQJD6QAO,Dindas,dindas.com.au,"USD 20,175,000",,Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002kQJJeQAO,Special Equipment,specialequipmentpaper.com,"USD 20,153,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHa3CYAS,GymMaster,gymmaster.com,"USD 20,000,000",WooCommerce,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,0018V00002lHY0NQAW,Gap Solutions,gapsolutions.com.au,"USD 20,000,000",WooCommerce,Stationery & Office Supplies,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG00000kHS09YAG,Universal Music Australia,umusic.com.au,"USD 20,000,000",Adobe Commerce (Magento),Entertainment,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG00000y95qLYAQ,Queensland Rugby Union (Queensland Reds),redsrugby.com.au,"USD 20,000,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002czo27QAA,Juniper Estate,juniperestate.com.au,"USD 20,000,000",Custom Build,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHLg3YAG,Vetafarm,vetafarm.com.au,"USD 20,000,000",WooCommerce,Regulated Industry - Pharma,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Medium,001OG00000xs2WYYAY,East Fremantle Football Club,http://effc.com.au,"USD 20,000,000",Other,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG0000197ZPnYAM,Queensland Rugby Union (Queensland Reds),http://reds.rugby,"USD 20,000,000",,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000kHbK2YAK,Wilson Brewing,wilsonbrewing.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002d0HVsQAM,ONS Boutique,onsboutique.com.au,"USD 20,000,000",WooCommerce,Apparel & Accessories,#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,0018V00002dGu5BQAS,LivingStyles,livingstyles.com.au,"USD 20,000,000",Adobe Commerce (Magento),Home Decor,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG00000xs2S2YAI,Achieve Australia,http://achieveaustralia.org.au,"USD 20,000,000",,Services,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,0018V00002kYGzzQAG,Watts Commercial Furniture,wcf.com.au,"USD 20,000,000",WooCommerce,Furniture,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,,001OG00000y95qTYAQ,Carma,carma.com.au,"USD 20,000,000",Custom Build,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000kHizRYAS,Ford Street Publishing Pty,http://fordstreetpublishing.com,"USD 20,000,000",WooCommerce,Media & Communication,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG00000y95pwYAA,HILLROM,hillrom.com.au,"USD 20,000,000",,Electronics & Gadgets,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,001OG00000kHUQuYAO,VSE International,vseinternational.com.au,"USD 20,000,000",OpenCart,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Low,001OG0000197SqkYAE,Caloundra,http://caloundrarsl.com.au,"USD 20,000,000",,Travel & Tourism,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHOp4YAG,Vida Tennis,vidatennis.com.au,"USD 20,000,000",WooCommerce,Sports & Recreation (excl. Firearms),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002d0Il8QAE,Robot Building Supplies,robotbuildingsupplies.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG0000197ZQhYAM,VALENTINE RESTAURANT,valentines.co.nz,"USD 20,000,000",,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,0018V00002czYkpQAE,GMS Rehabilitation,gmsrehab.com.au,"USD 20,000,000",WooCommerce,Construction & Industrial,#May22zoominfo,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Low,0018V00002lHZowQAG,Argent Australia,argentaust.com.au,"USD 20,000,000",Adobe Commerce (Magento),Other,,Outbound Motions,Shina,Select,Select,"Primarily B2B operations, requires submitting quote request"
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Excellent Fit,Medium,0018V00002dH1FkQAK,Collingwood Football Club,shop.collingwoodfc.com.au,"USD 20,000,000",Shopify Plan Advanced/Basic,Apparel & Accessories,#SDR-NBClosedLostList,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,,001OG0000197N9lYAE,The Hardware Store,thehardwarestore.com.au,"USD 20,000,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,Low,001OG000015zWBUYA2,Medifab,http://medifab.co.nz,"USD 20,000,000",,Construction & Industrial,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,Low,0018V00002czgnHQAQ,Neat Feat Products,neatfeat.com,"USD 20,000,000",Shopify Plan Advanced/Basic,Health & Beauty (excl. Pharma),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Excellent Fit,High,0018V00002cz53hQAA,Nutrimetics,nutrimetics.com.au,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_04,Potential Fit,,001OG00000kHQhbYAG,Boss Aust Consulting Pty,bossaus.com,"USD 20,000,000",WooCommerce,Other,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Poor Fit,Low,001OG00000kHHXVYA4,Local Milk and Food Melbourne,localmilk.com.au,"USD 20,000,000",WooCommerce,Food & Beverage (excl. Alcohol),,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,Medium,001OG00000kHdkqYAC,Clarendon Hills,clarendonhills.com.au,"USD 20,000,000",WooCommerce,Alcohol,,Select,Select,Select,Select,
Chachi Apolinario,APAC_Mid-Mkt_ANZ_All_A_D2CRetail_02,Potential Fit,,001OG00000y95rlYAA,Vogue Australia,vogue.com.au,"USD 20,000,000",,Media & Communication,,Select,Select,Select,Select,
